customer_id,first_name,surname,age,sex,ethnicity,region_key,postcode_area,prior_sector,uc_months_at_start,barriers,barriers_count,disability_or_health,digital_skills,preferred_channel,adviser_id,referred_date
CUS-03846,Ruth,Bailey,57,F,White British,derbyshire-notts,DE22,Care / health,34,Transport cost,1,false,Low,sms,ADV-0071,2026-01-03
CUS-03847,Mohammed,Akin,57,M,White British,south-yorkshire,WF1,Driving,23,Transport cost,1,true,High,sms,ADV-0151,2025-10-10
CUS-03848,Kwame,Begum,40,M,Asian Indian,south-yorkshire,S60,Security,43,Housing instability;Mental health;Transport cost,3,false,Medium,sms,ADV-0241,2026-02-04
CUS-03849,Ryan,Davies,40,M,Other White,south-yorkshire,DN1,Hospitality,16,,0,false,Medium,push,ADV-0027,2025-12-10
CUS-03850,Theo,Hollis,46,M,Asian Bangladeshi,south-east-london,E6,Construction,22,Childcare cost;Caring responsibilities,2,false,Medium,push,ADV-0041,2025-12-20
CUS-03851,Faye,Mahmood,39,F,Asian Indian,derbyshire-notts,DE22,Warehouse / logistics,36,,0,false,Low,push,ADV-0002,2026-01-07
CUS-03852,Joy,Knight,23,F,Asian Indian,derbyshire-notts,DE1,Admin / office,36,Childcare cost;Transport cost,2,true,Low,email,ADV-0229,2025-09-09
CUS-03853,Reece,Khan,39,M,White British,derbyshire-notts,NG1,Warehouse / logistics,42,Physical health,1,false,High,push,ADV-0213,2025-10-25
CUS-03854,Daniel,Lewis,49,M,Asian Pakistani,derbyshire-notts,NG18,Manufacturing,10,Digital skills,1,false,Medium,push,ADV-0231,2025-09-24
CUS-03855,Callum,Begum,39,M,Asian Indian,wales,LL11,Warehouse / logistics,15,Caring responsibilities,1,true,Medium,sms,ADV-0161,2026-02-21
CUS-03856,Ryan,Iwobi,28,M,White British,north-london,N17,Other,28,Caring responsibilities;Childcare cost,2,true,Low,email,ADV-0044,2026-01-13
CUS-03857,Tamika,Akin,37,F,Black Caribbean,south-east-london,E2,Cleaning / facilities,16,Housing instability,1,false,Medium,push,ADV-0181,2025-11-30
CUS-03858,Sean,Lewis,50,M,Asian Indian,derbyshire-notts,NG18,Care / health,39,Housing instability;Digital skills,2,false,High,email,ADV-0056,2026-01-19
CUS-03859,Olu,Ahmed,39,M,White British,south-yorkshire,S6,Hospitality,23,English language,1,true,Medium,sms,ADV-0174,2026-02-14
CUS-03860,Tom,Davies,36,M,White British,north-london,N1,Construction,25,English language;Mental health;Housing instability,3,false,Low,sms,ADV-0022,2025-12-18
CUS-03861,Tamika,Ali,33,F,Asian Bangladeshi,south-yorkshire,S1,Hospitality,29,Criminal record,1,false,High,email,ADV-0020,2026-03-24
CUS-03862,Naomi,Okafor,51,F,White British,wales,SA1,Retail,15,Transport cost;Housing instability,2,false,High,push,ADV-0019,2026-02-01
CUS-03863,Kai,Akin,53,M,Black African,south-east-london,E6,Hospitality,12,Criminal record,1,true,Medium,sms,ADV-0070,2026-03-13
CUS-03864,Bibi,Adekoya,46,F,White British,south-yorkshire,LS9,Driving,33,,0,false,Medium,sms,ADV-0159,2026-05-11
CUS-03865,Aisha,Hollis,47,F,Mixed,south-east-london,SE15,Retail,18,Caring responsibilities;Childcare cost;Transport cost,3,false,High,call,ADV-0085,2025-09-19
CUS-03866,Folake,Bailey,54,F,White British,wales,LL11,Warehouse / logistics,17,Digital skills;Physical health;Childcare cost,3,false,Medium,push,ADV-0098,2026-01-16
CUS-03867,Naomi,Begum,54,F,White British,south-east-london,E13,Security,16,,0,false,Medium,push,ADV-0224,2025-12-11
CUS-03868,Reece,Ofori,49,M,Asian Pakistani,south-east-london,E3,Warehouse / logistics,50,Confidence,1,false,Medium,push,ADV-0197,2025-10-20
CUS-03869,Bilal,Ahmed,46,M,Asian Pakistani,south-yorkshire,S60,Warehouse / logistics,25,Childcare cost;Confidence;Caring responsibilities;Transport cost,4,false,Medium,sms,ADV-0129,2026-01-12
CUS-03870,Bilal,Carter,37,M,White British,south-yorkshire,S60,Care / health,29,Childcare cost,1,false,Low,sms,ADV-0218,2026-01-05
CUS-03871,Ryan,Evans,53,M,Other,south-yorkshire,DN4,Cleaning / facilities,21,,0,false,Medium,sms,ADV-0178,2025-10-16
CUS-03872,Halima,Hollis,29,F,Asian Pakistani,derbyshire-notts,DE22,Hospitality,16,,0,true,Low,push,ADV-0226,2025-10-08
CUS-03873,Naomi,Murphy,26,F,White British,wales,NP19,Retail,29,Childcare cost;English language,2,false,Medium,sms,ADV-0101,2025-12-10
CUS-03874,Aaron,Brown,43,M,Black African,wales,SA1,Cleaning / facilities,12,English language;Criminal record,2,false,Low,email,ADV-0209,2026-04-14
CUS-03875,Amina,Hollis,42,F,White British,wales,NP20,Care / health,19,,0,false,Medium,email,ADV-0111,2026-01-12
CUS-03876,Ashley,Akin,48,M,Asian Pakistani,south-east-london,E20,Care / health,38,Mental health;Transport cost,2,false,Medium,email,ADV-0164,2026-01-03
CUS-03877,Faye,Okafor,28,F,White British,south-yorkshire,LS9,Security,24,English language;Transport cost;Housing instability;Childcare cost,4,false,Medium,sms,ADV-0149,2025-12-13
CUS-03878,Tia,Lewis,46,F,White British,south-east-london,E15,Retail,8,,0,false,Medium,push,ADV-0065,2025-12-28
CUS-03879,Junior,Patel,24,M,Black African,derbyshire-notts,NG1,Other,18,Confidence,1,false,Medium,sms,ADV-0134,2026-03-02
CUS-03880,Jamal,O'Connor,33,M,Mixed,south-yorkshire,DN1,Security,56,Caring responsibilities;Childcare cost,2,false,High,sms,ADV-0005,2026-04-05
CUS-03881,Junior,Murphy,45,M,Other White,south-east-london,E3,Manufacturing,37,,0,false,Low,sms,ADV-0086,2026-02-20
CUS-03882,Ibrahim,Evans,37,M,Asian Pakistani,south-yorkshire,WF1,Care / health,35,Caring responsibilities;Transport cost,2,false,Medium,push,ADV-0178,2026-03-24
CUS-03883,Chantelle,Taylor,40,F,Other White,south-yorkshire,DN4,Retail,12,Transport cost;Mental health;Confidence,3,false,Medium,sms,ADV-0080,2026-03-02
CUS-03884,Kai,Bailey,25,M,Other,south-yorkshire,LS9,Manufacturing,14,,0,true,Medium,email,ADV-0042,2026-04-01
CUS-03885,Halima,Ali,37,F,White British,south-yorkshire,LS9,Other,28,,0,false,Low,sms,ADV-0247,2026-01-31
CUS-03886,Joel,Patel,39,M,Other White,north-london,N1,Hospitality,17,Caring responsibilities;Mental health;Childcare cost;English language,4,false,Medium,email,ADV-0243,2025-12-12
CUS-03887,Femi,Iwobi,55,M,Asian Pakistani,south-east-london,E15,Admin / office,45,Mental health,1,false,Low,email,ADV-0115,2025-09-27
CUS-03888,Reece,Okafor,44,M,Other White,wales,LL57,Retail,14,Criminal record;Transport cost,2,false,High,push,ADV-0208,2025-11-03
CUS-03889,Bibi,Jones,34,F,Asian Pakistani,south-east-london,E20,Driving,23,,0,false,Medium,push,ADV-0246,2025-10-26
CUS-03890,Ryan,Walker,37,M,White British,south-east-london,SE1,Manufacturing,24,Childcare cost;English language;Criminal record,3,false,High,push,ADV-0017,2026-02-25
CUS-03891,Aisha,Adekoya,49,F,Asian Indian,south-east-london,E2,Cleaning / facilities,15,Transport cost,1,false,Low,sms,ADV-0041,2026-02-27
CUS-03892,Ryan,Hollis,51,M,Other,north-london,N1,Care / health,17,Transport cost;Childcare cost,2,false,Medium,push,ADV-0180,2026-04-19
CUS-03893,Tom,Bailey,35,M,Black African,south-east-london,SE15,Security,11,Childcare cost,1,false,Medium,push,ADV-0010,2026-04-02
CUS-03894,Tyrese,Taylor,35,M,Other,south-yorkshire,DN4,Hospitality,25,Physical health,1,false,High,sms,ADV-0009,2025-12-23
CUS-03895,Aaron,Adekoya,36,M,Black Caribbean,south-east-london,SE1,Retail,32,Childcare cost,1,false,Medium,sms,ADV-0117,2026-03-30
CUS-03896,Megan,Williams,48,F,Other Asian,south-east-london,SE15,Construction,30,,0,false,Medium,push,ADV-0223,2026-01-25
CUS-03897,Ibrahim,Ahmed,55,M,White British,north-london,HA9,Manufacturing,42,,0,false,Low,sms,ADV-0124,2026-03-19
CUS-03898,Bibi,Taylor,31,F,White British,north-london,HA1,Warehouse / logistics,27,Transport cost,1,false,Low,email,ADV-0106,2026-04-23
CUS-03899,Sophie,Roberts,34,F,Other White,north-london,NW3,Hospitality,24,Transport cost,1,false,Medium,push,ADV-0184,2025-11-07
CUS-03900,Aiden,Jones,32,M,White British,north-london,HA1,Warehouse / logistics,9,Transport cost;Mental health,2,false,Medium,push,ADV-0044,2026-03-09
CUS-03901,Mohammed,Ali,35,M,Other White,wales,NP19,Retail,25,Transport cost;Confidence;English language,3,false,Medium,sms,ADV-0047,2026-01-02
CUS-03902,Aaron,Jones,32,M,White British,derbyshire-notts,S81,Security,35,Digital skills,1,false,Medium,sms,ADV-0203,2025-12-18
CUS-03903,Damian,Roberts,51,M,Other White,south-yorkshire,S10,Retail,8,Childcare cost;Transport cost,2,false,Medium,push,ADV-0196,2026-01-23
CUS-03904,Aaron,Hussain,39,M,Asian Indian,south-yorkshire,S60,Retail,10,,0,false,High,push,ADV-0008,2026-04-08
CUS-03905,Ruth,O'Connor,43,F,Asian Indian,north-london,UB1,Retail,14,Physical health,1,false,High,sms,ADV-0035,2025-12-13
CUS-03906,Theo,Williams,37,M,Black Caribbean,south-east-london,E13,Driving,35,Caring responsibilities;Digital skills,2,false,High,email,ADV-0195,2026-01-06
CUS-03907,Tom,Mahmood,28,M,Other,south-yorkshire,WF1,Retail,50,Transport cost,1,false,Medium,call,ADV-0011,2026-01-18
CUS-03908,Callum,Ali,52,M,White British,south-east-london,E13,Security,16,Childcare cost,1,false,Medium,email,ADV-0144,2025-11-09
CUS-03909,Ibrahim,Singh,30,M,Black Caribbean,south-yorkshire,DN1,Warehouse / logistics,33,Childcare cost;Digital skills,2,false,Medium,sms,ADV-0118,2025-11-05
CUS-03910,Ryan,Adekoya,48,M,Asian Pakistani,derbyshire-notts,NG7,Construction,15,Digital skills;Mental health,2,false,High,call,ADV-0158,2025-12-10
CUS-03911,Damian,Singh,31,M,White British,north-london,HA1,Retail,41,English language,1,false,High,push,ADV-0154,2025-09-16
CUS-03912,Dylan,Mensah,41,M,Asian Pakistani,south-east-london,SE1,Security,34,Digital skills;Transport cost,2,true,Medium,push,ADV-0089,2026-02-21
CUS-03913,Joel,Williams,29,M,White British,south-east-london,E15,Retail,10,Caring responsibilities;Confidence;Transport cost,3,false,Low,push,ADV-0040,2026-04-03
CUS-03914,Sade,Brown,41,F,Asian Bangladeshi,wales,LL11,Manufacturing,14,Physical health,1,true,Low,push,ADV-0227,2025-09-18
CUS-03915,Kelly,Ali,31,F,Other White,wales,LL11,Manufacturing,23,Physical health,1,false,High,sms,ADV-0161,2025-12-08
CUS-03916,Ryan,Brown,22,M,Other,south-yorkshire,S60,Construction,36,,0,true,Low,sms,ADV-0187,2026-02-19
CUS-03917,Tracy,Mahmood,32,F,White British,south-east-london,E2,Retail,40,Confidence;Caring responsibilities;Mental health,3,false,High,sms,ADV-0147,2026-04-04
CUS-03918,Junior,Begum,38,M,Asian Pakistani,wales,CF10,Construction,26,Housing instability;Physical health,2,true,High,call,ADV-0173,2026-03-20
CUS-03919,Aiden,Akin,35,M,Black African,south-east-london,E15,Hospitality,15,,0,false,High,sms,ADV-0145,2025-10-24
CUS-03920,Amina,Walker,35,F,White British,south-east-london,E20,Hospitality,42,Housing instability,1,false,Medium,sms,ADV-0194,2025-09-15
CUS-03921,Ibrahim,Akin,50,M,Mixed,wales,CF24,Other,12,Confidence;English language;Mental health,3,false,Low,push,ADV-0177,2025-11-11
CUS-03922,Ashley,Akin,57,Other,White British,derbyshire-notts,S81,Retail,11,,0,false,Low,push,ADV-0203,2026-03-26
CUS-03923,Theo,Begum,34,M,Black African,north-london,N17,Hospitality,26,Physical health;Digital skills,2,false,Medium,call,ADV-0126,2026-02-05
CUS-03924,Priya,Khan,37,F,Mixed,south-east-london,E15,Care / health,16,Housing instability,1,false,Medium,push,ADV-0114,2025-11-26
CUS-03925,Ruth,Lewis,33,F,White British,wales,LL57,Admin / office,44,English language;Digital skills;Criminal record,3,false,Low,push,ADV-0153,2025-09-29
CUS-03926,Nasir,O'Connor,52,M,Black African,wales,SA1,Construction,28,Caring responsibilities;Childcare cost,2,false,Medium,sms,ADV-0140,2026-04-16
CUS-03927,Halima,Mensah,45,F,White British,south-yorkshire,WF1,Manufacturing,10,Criminal record;Housing instability,2,false,Low,sms,ADV-0172,2026-03-26
CUS-03928,Aiden,Iwobi,39,Other,Asian Indian,derbyshire-notts,DE1,Admin / office,21,Confidence,1,false,High,email,ADV-0121,2025-12-17
CUS-03929,Sean,Evans,34,M,Asian Bangladeshi,derbyshire-notts,S81,Admin / office,12,,0,false,Medium,sms,ADV-0170,2026-05-16
CUS-03930,Joel,Knight,43,M,White British,derbyshire-notts,DE22,Manufacturing,23,,0,false,Medium,push,ADV-0170,2025-11-23
CUS-03931,Marcus,Mensah,35,M,Asian Pakistani,south-east-london,SE1,Other,18,Transport cost;Physical health,2,false,Medium,sms,ADV-0228,2026-02-10
CUS-03932,Nasir,Iwobi,28,M,White British,wales,SA1,Care / health,17,Confidence,1,false,Medium,push,ADV-0038,2025-11-07
CUS-03933,Tracy,Adekoya,36,F,White British,south-east-london,SE10,Construction,28,,0,true,Medium,email,ADV-0090,2026-02-21
CUS-03934,Dylan,Murphy,54,M,White British,north-london,HA1,Hospitality,16,Physical health;Housing instability;Criminal record,3,false,Medium,sms,ADV-0106,2025-11-23
CUS-03935,Daniel,Patel,54,M,Asian Pakistani,south-east-london,E15,Security,11,Physical health,1,false,Medium,sms,ADV-0197,2025-12-23
CUS-03936,Femi,Khan,44,M,White British,derbyshire-notts,NG1,Admin / office,17,,0,false,Low,push,ADV-0110,2026-01-02
CUS-03937,Chantelle,Okafor,51,F,Asian Bangladeshi,south-east-london,SE10,Care / health,23,Physical health;Confidence,2,false,Medium,sms,ADV-0147,2025-09-05
CUS-03938,Halima,Williams,48,F,Black Caribbean,wales,LL57,Warehouse / logistics,29,Childcare cost,1,false,Low,call,ADV-0227,2025-11-17
CUS-03939,Damian,Carter,35,M,Black Caribbean,north-london,HA9,Other,27,Caring responsibilities,1,false,Low,call,ADV-0141,2026-02-22
CUS-03940,Sade,Okafor,51,F,Asian Indian,derbyshire-notts,NG7,Retail,18,Childcare cost,1,false,High,push,ADV-0213,2026-03-19
CUS-03941,Dylan,Ahmed,36,M,White British,south-yorkshire,WF1,Care / health,9,Housing instability,1,false,Medium,email,ADV-0148,2025-12-17
CUS-03942,Dylan,Knight,30,M,White British,south-yorkshire,S6,Warehouse / logistics,45,Confidence,1,false,Medium,push,ADV-0218,2026-04-13
CUS-03943,Liam,Hollis,47,M,Other Asian,south-east-london,E15,Cleaning / facilities,48,Childcare cost,1,false,Medium,call,ADV-0232,2025-10-28
CUS-03944,Reece,Davies,25,M,White British,south-east-london,E13,Admin / office,30,English language,1,false,Medium,push,ADV-0066,2025-09-30
CUS-03945,Yusuf,Mahmood,49,M,Black African,wales,SA1,Warehouse / logistics,23,,0,false,Medium,push,ADV-0153,2025-11-30
CUS-03946,Ruth,Begum,53,F,White British,south-east-london,E2,Hospitality,37,Digital skills;Mental health,2,false,Medium,push,ADV-0065,2026-05-07
CUS-03947,Aiden,Evans,63,M,White British,wales,LL11,Security,26,Childcare cost;Criminal record,2,false,Medium,email,ADV-0153,2026-01-13
CUS-03948,Tia,Davies,53,F,Mixed,wales,NP19,Driving,27,English language;Housing instability,2,false,Medium,sms,ADV-0153,2025-10-18
CUS-03949,Faye,Roberts,30,F,Mixed,south-east-london,E20,Warehouse / logistics,15,Digital skills,1,false,Medium,sms,ADV-0054,2026-04-06
CUS-03950,Bilal,Bailey,24,M,Asian Pakistani,south-east-london,E3,Construction,11,Criminal record,1,false,Low,sms,ADV-0221,2026-05-15
CUS-03951,Ruth,Murphy,35,F,White British,south-yorkshire,S1,Warehouse / logistics,43,,0,false,High,push,ADV-0005,2025-09-01
CUS-03952,Lola,Adekoya,40,F,White British,north-london,N17,Hospitality,35,Mental health,1,false,Low,call,ADV-0016,2026-04-21
CUS-03953,Kai,Roberts,55,M,Other,wales,CF10,Hospitality,40,,0,false,Medium,push,ADV-0095,2025-10-09
CUS-03954,Olu,Williams,58,M,White British,south-east-london,E20,Hospitality,23,Caring responsibilities;Digital skills,2,true,Medium,sms,ADV-0232,2025-11-16
CUS-03955,Faye,Bailey,49,F,White British,north-london,N17,Cleaning / facilities,27,Childcare cost;Caring responsibilities,2,true,Medium,push,ADV-0154,2025-10-31
CUS-03956,Marcus,Davies,35,M,White British,south-east-london,E2,Retail,23,Caring responsibilities,1,false,Medium,call,ADV-0202,2025-09-08
CUS-03957,Tom,Davies,36,M,White British,south-yorkshire,S60,Hospitality,40,Criminal record,1,false,High,sms,ADV-0049,2025-09-14
CUS-03958,Ruth,Singh,27,F,White British,wales,LL57,Retail,25,,0,false,Medium,sms,ADV-0063,2026-05-07
CUS-03959,Tia,Brown,42,F,Black African,south-yorkshire,DN4,Admin / office,12,Housing instability;Criminal record,2,false,High,sms,ADV-0172,2026-04-13
CUS-03960,Daniel,Iwobi,33,M,Black African,north-london,NW10,Warehouse / logistics,37,Criminal record;Housing instability,2,true,Medium,email,ADV-0044,2026-01-09
CUS-03961,Joshua,Ahmed,56,M,White British,wales,NP20,Care / health,13,,0,false,High,sms,ADV-0105,2026-01-13
CUS-03962,Aaron,Okafor,34,M,White British,derbyshire-notts,NG1,Admin / office,24,Criminal record;Mental health;Digital skills,3,false,High,push,ADV-0226,2025-09-20
CUS-03963,Callum,Bailey,36,M,Asian Indian,south-yorkshire,WF1,Hospitality,36,Physical health;Mental health,2,false,Medium,call,ADV-0138,2025-12-01
CUS-03964,Kwame,Davies,34,Other,Other White,derbyshire-notts,S40,Hospitality,13,Digital skills;Housing instability,2,true,Medium,push,ADV-0128,2025-10-08
CUS-03965,Chantelle,Singh,39,F,Black Caribbean,south-east-london,SE1,Construction,10,Physical health;Housing instability,2,false,High,call,ADV-0114,2026-04-16
CUS-03966,Megan,Ofori,28,F,White British,south-yorkshire,S10,Hospitality,31,Transport cost;Digital skills;Criminal record,3,true,Medium,sms,ADV-0083,2026-02-14
CUS-03967,Ellie,Williams,39,F,Other White,south-yorkshire,LS9,Care / health,24,,0,false,High,call,ADV-0149,2025-10-13
CUS-03968,Demi,O'Connor,56,F,Black African,south-yorkshire,DN1,Construction,32,Childcare cost,1,false,Low,push,ADV-0009,2026-02-07
CUS-03969,Marcus,Walker,20,M,Mixed,derbyshire-notts,DE1,Hospitality,12,Criminal record;Caring responsibilities;Confidence;Mental health,4,false,High,sms,ADV-0201,2025-12-08
CUS-03970,Bilal,Evans,40,M,Black African,south-yorkshire,S60,Cleaning / facilities,13,,0,false,High,sms,ADV-0247,2026-02-12
CUS-03971,Sophie,Akin,47,F,White British,north-london,NW10,Admin / office,28,,0,false,Medium,sms,ADV-0035,2026-03-20
CUS-03972,Joel,Hollis,26,M,White British,south-east-london,SE10,Warehouse / logistics,18,Caring responsibilities;Criminal record,2,false,Medium,sms,ADV-0123,2026-04-18
CUS-03973,Olu,Walker,42,M,White British,south-east-london,SE10,Retail,50,Childcare cost;Physical health,2,false,High,sms,ADV-0059,2025-11-15
CUS-03974,Kwame,Patel,30,M,White British,wales,LL57,Cleaning / facilities,46,Criminal record;Caring responsibilities;English language,3,false,Medium,push,ADV-0155,2026-02-01
CUS-03975,Tamika,Mensah,40,F,Other White,south-yorkshire,S10,Hospitality,35,Physical health,1,false,Medium,push,ADV-0082,2026-05-12
CUS-03976,Joshua,Mahmood,41,M,Other Asian,wales,SA1,Warehouse / logistics,39,Confidence;Caring responsibilities;Mental health,3,true,Medium,call,ADV-0067,2026-04-11
CUS-03977,Aiden,Bailey,32,M,White British,north-london,UB1,Manufacturing,18,English language,1,true,Medium,sms,ADV-0035,2026-02-14
CUS-03978,Folake,Mahmood,41,F,White British,north-london,HA1,Cleaning / facilities,17,Transport cost;Physical health,2,true,Medium,push,ADV-0165,2025-09-07
CUS-03979,Halima,Davies,58,F,White British,derbyshire-notts,NG7,Retail,37,Digital skills;Physical health,2,true,Low,email,ADV-0213,2025-10-20
CUS-03980,Kwame,Williams,41,M,Asian Pakistani,wales,NP19,Driving,34,Caring responsibilities,1,false,Medium,email,ADV-0063,2025-11-30
CUS-03981,Maria,Brown,41,F,Asian Indian,wales,LL57,Manufacturing,51,Criminal record;Digital skills;Physical health,3,false,High,push,ADV-0101,2026-04-16
CUS-03982,Sade,Singh,44,F,White British,south-east-london,SE15,Driving,6,,0,false,Low,sms,ADV-0221,2026-03-10
CUS-03983,Femi,Patel,44,M,White British,north-london,N17,Cleaning / facilities,26,Physical health,1,false,High,sms,ADV-0215,2026-02-24
CUS-03984,Tamika,Ofori,41,F,White British,wales,NP19,Driving,49,Physical health;Mental health;Childcare cost,3,false,Medium,push,ADV-0045,2025-12-08
CUS-03985,Ruth,Davies,31,F,White British,wales,NP19,Security,30,Physical health;Criminal record,2,true,High,email,ADV-0096,2025-11-02
CUS-03986,Joy,Mahmood,39,F,Black African,south-yorkshire,S60,Construction,14,Physical health,1,false,Medium,sms,ADV-0125,2026-01-14
CUS-03987,Sophie,Hollis,36,F,White British,derbyshire-notts,DE1,Care / health,19,Caring responsibilities,1,false,Medium,push,ADV-0170,2025-12-26
CUS-03988,Dylan,Evans,35,M,Black African,derbyshire-notts,S81,Care / health,24,English language;Criminal record,2,false,Medium,email,ADV-0162,2026-01-17
CUS-03989,Ryan,Hussain,52,M,White British,south-yorkshire,S60,Retail,22,English language,1,false,High,sms,ADV-0099,2025-10-29
CUS-03990,Aaron,Mensah,26,M,Black Caribbean,south-east-london,E20,Construction,20,,0,true,Medium,push,ADV-0185,2025-09-10
CUS-03991,Halima,Murphy,40,F,Black African,north-london,N1,Cleaning / facilities,51,Housing instability;Childcare cost;Caring responsibilities;Criminal record,4,false,High,sms,ADV-0156,2026-01-04
CUS-03992,Aiden,Ali,55,M,White British,derbyshire-notts,DE1,Retail,16,Mental health;Confidence,2,true,High,email,ADV-0112,2026-05-17
CUS-03993,Ruth,Davies,32,F,White British,south-yorkshire,LS9,Retail,44,Physical health,1,false,High,push,ADV-0242,2025-11-11
CUS-03994,Olu,Akin,36,M,Mixed,south-yorkshire,WF1,Driving,24,Childcare cost,1,false,Low,sms,ADV-0049,2025-11-29
CUS-03995,Kelly,Akin,44,F,Other,derbyshire-notts,NG7,Other,11,Transport cost,1,false,Medium,call,ADV-0110,2026-04-18
CUS-03996,Aisha,Hollis,28,F,White British,south-east-london,E2,Retail,45,,0,false,Medium,call,ADV-0087,2025-11-10
CUS-03997,Sophie,Singh,55,F,White British,south-east-london,E13,Care / health,11,Childcare cost;Criminal record;Caring responsibilities,3,false,Low,sms,ADV-0066,2026-04-17
CUS-03998,Faye,O'Connor,42,Other,Asian Pakistani,south-yorkshire,DN4,Construction,37,,0,false,Medium,sms,ADV-0171,2026-03-04
CUS-03999,Amina,Davies,36,F,Other White,south-yorkshire,LS9,Care / health,33,Housing instability;Confidence,2,false,Low,sms,ADV-0220,2026-02-19
CUS-04000,Folake,Hussain,51,F,Other White,derbyshire-notts,NG1,Warehouse / logistics,25,English language;Caring responsibilities,2,false,Medium,push,ADV-0091,2025-09-30
CUS-04001,Marcus,Jones,26,M,White British,south-east-london,E20,Retail,17,Housing instability,1,false,Medium,sms,ADV-0115,2026-03-26
CUS-04002,Aisha,Evans,39,F,Other White,south-east-london,E15,Security,13,Mental health;Criminal record,2,false,Medium,push,ADV-0036,2025-10-05
CUS-04003,Faye,Begum,58,F,White British,north-london,HA1,Construction,19,Caring responsibilities,1,false,Medium,sms,ADV-0035,2025-11-28
CUS-04004,Jamal,Khan,48,M,White British,south-yorkshire,S1,Other,18,,0,true,Low,sms,ADV-0186,2026-04-07
CUS-04005,Yusuf,Roberts,32,M,White British,south-yorkshire,S1,Warehouse / logistics,31,Digital skills;Physical health,2,false,Low,push,ADV-0151,2026-04-10
CUS-04006,Chantelle,Williams,41,F,White British,derbyshire-notts,NG1,Construction,23,Housing instability,1,false,High,push,ADV-0128,2025-09-12
CUS-04007,Joshua,Akin,37,M,Black Caribbean,south-east-london,E6,Cleaning / facilities,12,Mental health;Housing instability,2,false,High,sms,ADV-0233,2026-04-04
CUS-04008,Sophie,Lewis,52,F,White British,wales,CF24,Cleaning / facilities,31,,0,true,Medium,sms,ADV-0238,2025-11-22
CUS-04009,Ruth,Evans,49,F,Asian Pakistani,north-london,NW3,Driving,27,Childcare cost,1,false,Medium,sms,ADV-0204,2026-01-04
CUS-04010,Tamika,Davies,39,F,Black Caribbean,derbyshire-notts,NG7,Care / health,17,Confidence;Caring responsibilities,2,false,Medium,sms,ADV-0100,2025-10-20
CUS-04011,Daniel,Adekoya,44,M,Other White,south-east-london,E2,Retail,27,Housing instability;Digital skills,2,false,Medium,push,ADV-0119,2025-09-07
CUS-04012,Dylan,Hollis,27,M,White British,north-london,N1,Retail,32,Digital skills,1,false,High,sms,ADV-0113,2026-01-16
CUS-04013,Sade,Carter,36,F,White British,south-east-london,E13,Hospitality,49,,0,false,High,push,ADV-0010,2026-01-29
CUS-04014,Callum,Evans,50,M,Black Caribbean,north-london,N17,Manufacturing,27,English language;Transport cost,2,false,Medium,push,ADV-0035,2026-04-21
CUS-04015,Folake,Evans,39,F,White British,south-east-london,E20,Hospitality,30,Caring responsibilities,1,true,Medium,call,ADV-0192,2026-02-08
CUS-04016,Sean,Evans,51,M,White British,south-east-london,SE1,Care / health,34,Confidence,1,true,Medium,sms,ADV-0169,2026-01-02
CUS-04017,Daniel,Iwobi,47,M,White British,south-east-london,E2,Retail,12,Digital skills,1,false,Medium,sms,ADV-0006,2025-11-03
CUS-04018,Priya,Patel,32,F,Other White,south-yorkshire,WF1,Cleaning / facilities,53,Transport cost;Childcare cost,2,false,High,push,ADV-0099,2025-09-08
CUS-04019,Sophie,Taylor,23,F,Other White,south-east-london,E3,Hospitality,19,Criminal record,1,false,High,sms,ADV-0200,2025-09-09
CUS-04020,Aisha,Bailey,25,F,White British,wales,NP20,Care / health,12,Confidence;Criminal record,2,false,Low,push,ADV-0120,2025-12-04
CUS-04021,Tom,Davies,50,M,White British,south-east-london,SE10,Warehouse / logistics,9,Housing instability,1,false,High,sms,ADV-0207,2025-12-30
CUS-04022,Tyrese,Mahmood,26,M,White British,north-london,HA9,Other,15,English language;Childcare cost;Digital skills,3,false,Medium,email,ADV-0163,2025-11-16
CUS-04023,Ibrahim,Adekoya,40,M,White British,derbyshire-notts,NG7,Warehouse / logistics,17,Digital skills,1,false,Medium,push,ADV-0231,2025-10-14
CUS-04024,Marcus,Evans,52,M,Asian Bangladeshi,wales,LL11,Retail,33,Childcare cost;Confidence,2,true,Medium,sms,ADV-0157,2025-09-11
CUS-04025,Aaron,Okafor,59,M,Mixed,south-east-london,E6,Hospitality,14,Physical health,1,false,Medium,sms,ADV-0090,2026-03-18
CUS-04026,Junior,Begum,32,M,Black Caribbean,north-london,N1,Warehouse / logistics,15,Confidence,1,false,Medium,push,ADV-0154,2026-03-01
CUS-04027,Aisha,Khan,32,F,White British,wales,CF24,Retail,34,,0,false,Medium,sms,ADV-0240,2026-04-08
CUS-04028,Kwame,Walker,52,M,White British,north-london,N1,Care / health,31,Caring responsibilities;Digital skills,2,false,Medium,sms,ADV-0106,2026-03-25
CUS-04029,Chantelle,Lewis,33,F,Black African,north-london,N17,Warehouse / logistics,22,Transport cost;Criminal record,2,false,Medium,sms,ADV-0156,2025-12-12
CUS-04030,Chantelle,Roberts,43,F,White British,south-east-london,SE10,Warehouse / logistics,21,Confidence,1,false,Medium,push,ADV-0006,2025-11-12
